,Unnamed: 0,Author_name,#Followers,Author FollowIndiadiadiag,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time,Cleaned,label_predict,py_lib Predictions
67,96,leftsidestory,647,295,2007-11-02 16:54:53+00:00,False,"Amsterdam, The Netherlands",RT @TGTM_Official: You know there is no limit in Russia-China relationship when Putin start to point it’s finger to #Japan for no valid rea…,"[0, 140]",0,en,169,2022-03-27 23:52:18+00:00,know limit russiachina relationship putin start point finger japan valid rea,0,0
68,97,AVH03056144,340,202,2020-12-17 16:52:20+00:00,False,,"RT @EuromaidanPR: .@ZelenskyyUa: My attitude to Russia have been deteriorated after Feb 24, the emotional component with Russian Federation…","[0, 140]",0,en,20,2022-03-27 23:51:25+00:00,attitude russia deteriorated feb emotional component russian federation,0,0
69,99,Deborah25081798,39,56,2022-01-22 17:03:33+00:00,False,"Lakeland, FL","RT @WIONews: #Gravitas | Russia's invasion of Ukraine is approaching the one-month mark.
What does Vladimir Putin want from Ukraine? 
Repor…","[0, 140]",0,en,18,2022-03-27 23:50:47+00:00,gravitas russias invasion ukraine approaching onemonth mark vladimir putin want ukraine repor,0,0
70,101,2SellMoreHomes,276,163,2017-08-10 13:21:39+00:00,False,Buy Your 1st Investment Home👉,"If world leaders are just going to sit back and let him continue the attacks on #Ukraine️ then yes it's too late to do anything about #Putin

#UkraineRussiaWar #UkraineWar #war  #Russia #Ukraine #RussiaUkraineWar #UkraineVSRussia #Putin #Ukrainian #RussianArmy #Russian #Ukraina https://t.co/OtYDISaDCM","[0, 278]",1,en,0,2022-03-27 23:50:34+00:00,world leaders going sit back let continue attacks ukraine yes late anything putin ukrainerussiawar ukrainewar war russia ukraine russiaukrainewar ukrainevsrussia putin ukrainian russianarmy russian ukraina,0,0
71,102,dr0iz1,23,35,2022-02-25 06:53:39+00:00,False,USA of America,"Saint of #Ukraine 

#UkraineRussianWar  #RussiaUkraineWar https://t.co/z3Sdpmn3fK","[0, 57]",1,en,0,2022-03-27 23:50:29+00:00,saint ukraine ukrainerussianwar russiaukrainewar,1,0
72,103,mimihadef04,55,291,2018-01-26 14:41:20+00:00,False,USA,"Graphic Of Summer Vibes Mug
Link: https://t.co/zG90iCEmSO
Link 1: https://t.co/JCAjmpSV5W
#BEAUTIFUL_GIFT #Oscars #AcademyAwards #CODA #ShirtMySurvivor #women #Mensfashion #ZemmourTrocadero #DancingOnIce #RussiaUkraineWar #SummerHouse #VibesCentral https://t.co/rKhbQi7vg6","[0, 248]",6,en,0,2022-03-27 23:50:17+00:00,graphic summer vibes mug link,1,0
73,104,John407116161,1988,3174,2015-07-03 02:22:01+00:00,False,,RT @jonnyhamme: BREAKING: A Russian brigade commander has been deliberately killed by his own troops after his unit suffered many losses in…,"[0, 140]",0,en,7,2022-03-27 23:49:57+00:00,breaking russian brigade commander deliberately killed troops unit suffered many losses,0,0
74,105,BurntOutUtopian,1167,139,2020-08-14 03:29:53+00:00,False,,"RT @Matt_VanDyke: Having control over your military is a basic requirement of being a dictator.

Putin might want to start looking for the…","[0, 139]",0,en,104,2022-03-27 23:49:54+00:00,control military basic requirement dictator putin might want start looking,0,0
75,106,inkelectric,465,2357,2009-06-16 10:06:42+00:00,False,Salem (UK),"@CathyYoung63 Yes Cathy, and the same Putin is sitting on top of a soon-redundant pile of fossil fuels on which Russia's solvency depends and plenty of nuclear waste around Chernobyl he can release 'in error'. Putin knew his game was up before March 24. #RussiaUkraineWar","[14, 271]",0,en,0,2022-03-27 23:49:48+00:00,yes cathy putin sitting top soonredundant pile fossil fuels russias solvency depends plenty nuclear waste around chernobyl release error putin knew game march russiaukrainewar,0,0
76,107,ManoloNikki,569,4938,2022-01-29 02:01:49+00:00,False,,RT @Cartoon4sale: Graeme Keyes on #NATO #G7 #EU #WarInUkraine  #RussiaUkraineWar – political cartoon gallery in London https://t.co/dePcTdn…,"[0, 140]",0,en,22,2022-03-27 23:49:48+00:00,graeme keyes nato g eu warinukraine russiaukrainewar political cartoon gallery london,0,1
77,109,DaAnsahonSports,50034,7690,2009-12-06 13:45:50+00:00,False,"USA. America, USA","4/4/2022  #bluebloods #final4 national title game #nikebasketball #coachk 
(69) days after #nike (58th) bday 1/25/1964. 
Semifinal (37) days after age (69) #putin #RussiaUkraineWar on #philknight (84th) bday 
(96) days after 👑 @KingJames (37th) bday 12/30/(84) https://t.co/o5xIABpXuq","[0, 260]",0,en,1,2022-03-27 23:49:30+00:00,bluebloods final national title game nikebasketball coachk days nike th bday semifinal days age putin russiaukrainewar philknight th bday days th bday,1,1
78,111,ManoloNikki,569,4938,2022-01-29 02:01:49+00:00,False,,RT @Cartoon4sale: Nicola Jennings on Putin’s occupation of Ukraine #Putin #Ukraine #UkraineRussiaWar #RussiaUkraineWar – political cartoon…,"[0, 139]",0,en,35,2022-03-27 23:49:14+00:00,nicola jennings putins occupation ukraine putin ukraine ukrainerussiawar russiaukrainewar political cartoon,0,0
79,112,amreategui,157,510,2011-07-03 21:45:58+00:00,False,,"RT @mothonotho: A former Polish military commander declared that Kaliningrad has been occupied by Russia since 1945. However, Moscow advise…","[0, 140]",0,en,1,2022-03-27 23:49:01+00:00,former polish military commander declared kaliningrad occupied russia since however moscow advise,0,0
80,113,TimKirbyLA,96,51,2013-10-25 20:16:23+00:00,False,Twitter Canada 🇨🇦🇺🇸🇦🇺,Including myself defend ourselves our religion and religious beliefs and the Justice Department and the government a long side of Individuals aren't letting us. @TimKirbyLA @TimKirbyLALA #TimKirbyLA #TimKirbyLALA #RussiaUkraineWar #Canada #Australia #GreatBritain #UK #Un,"[0, 271]",0,en,0,2022-03-27 23:48:48+00:00,including defend religion religious beliefs justice department government long side individuals letting us timkirbyla timkirbylala russiaukrainewar canada australia greatbritain uk un,0,0
81,118,critiqueamaira,1440,689,2017-01-23 17:08:04+00:00,False,,"RT @critiqueamaira: Good insight into India's stand against #RussiaUkraineWar by Shekar Gupta 

Those who cry about morality, its time to c…","[0, 140]",0,en,1,2022-03-27 23:47:28+00:00,good insight indias stand russiaukrainewar shekar gupta cry morality time c,1,1
82,120,Francoxbbb,184,1419,2012-05-26 21:03:43+00:00,False,,RT @Whisker12899908: #TheGreatResist needs to happen sooner rather than later - it was never a conspiracy theory #NWO #Ukraine #RussiaUkrai…,"[0, 140]",0,en,75,2022-03-27 23:47:08+00:00,thegreatresist needs happen sooner rather later never conspiracy theory nwo ukraine russiaukrai,0,0
83,121,LocNguy45551891,71,110,2021-10-09 09:05:07+00:00,False,Australia,"RT @Ukrainenowi: Huge crowd in the streets of Vienna in support of Ukraine. Austria 

#RussiaUkraineWar
 https://t.co/Ub2rg3xNXH","[0, 128]",0,en,3,2022-03-27 23:46:57+00:00,huge crowd streets vienna support ukraine austria russiaukrainewar,1,1
84,122,Deborah25081798,39,56,2022-01-22 17:03:33+00:00,False,"Lakeland, FL",RT @WIONews: #Gravitas | India abstained from voting on a Russia-backed resolution on the war in Ukraine. What does India's third UNSC abst…,"[0, 140]",0,en,33,2022-03-27 23:46:27+00:00,gravitas india abstained voting russiabacked resolution war ukraine indias third unsc abst,0,0
85,123,TTMEleusis,260,694,2011-05-06 09:00:55+00:00,False,ki-en-gir (خوارج khariji),"RT @EuromaidanPR: The current situation in the #Izyum, #Kharkiv region requires the most careful and attentive attitude.
There, a very dang…","[0, 140]",0,en,15,2022-03-27 23:46:10+00:00,current situation izyum kharkiv region requires careful attentive attitude dang,0,0
86,124,ColleenBKelly1,658,683,2021-01-18 00:17:21+00:00,False,Australia,"@BBCWorld How many is enough?
How many more murders?
How many more poisonings?
How many more imprisonments?
How many more dead children?
How many more countries destroyed?
How many is enough?

#HowManyIsEnough
#RussiaUkraineWar 
#RussiaWarCrimes 
#PutinWarCriminal 
#SupportUkraine https://t.co/HdudF5ICIr","[10, 281]",0,en,0,2022-03-27 23:46:08+00:00,many enough many murders many poisonings many imprisonments many dead children many countries destroyed many enough howmanyisenough russiaukrainewar russiawarcrimes putinwarcriminal supportukraine,0,0
87,125,bioinf_infosec,68,1263,2014-01-05 17:59:21+00:00,False,,"RT @LDiethylether: Russia Might Have Lost The Battle, But Won The War.

• EU is required use  Ruble when buy energy from Russia. 
• US has…","[0, 139]",0,en,1,2022-03-27 23:46:05+00:00,russia might lost battle war eu required use ruble buy energy russia us,0,0
88,126,ColleenBKelly1,658,683,2021-01-18 00:17:21+00:00,False,Australia,"@A_Yakobidze How many is enough?
How many more murders?
How many more poisonings?
How many more imprisonments?
How many more dead children?
How many more countries destroyed?
How many is enough?

#HowManyIsEnough
#RussiaUkraineWar 
#RussiaWarCrimes 
#PutinWarCriminal 
#SupportUkraine https://t.co/58qLajjxkv","[13, 284]",0,en,0,2022-03-27 23:45:55+00:00,many enough many murders many poisonings many imprisonments many dead children many countries destroyed many enough howmanyisenough russiaukrainewar russiawarcrimes putinwarcriminal supportukraine,0,0
89,127,AAltheguy,77,16,2015-12-16 03:05:42+00:00,False,,"RT @dilagrafie: #Ukraine and Europe are in danger: more than 10,000 hectares of forests are on fire in the Chernobyl region. Russians block…","[0, 140]",0,en,43,2022-03-27 23:45:05+00:00,ukraine europe danger hectares forests fire chernobyl region russians block,0,0
90,128,sachiprecious,277,350,2013-12-11 19:15:42+00:00,False,north carolina,"read the whole thread to learn more about russia and fascism!

#StandWithUkraine #UkraineUnderAttaсk #UkraineRussianWar #RussiaUkraineWar #RussiaInvadedUkraine #ukrainewar https://t.co/tBeJiyjkAY","[0, 171]",2,en,0,2022-03-27 23:44:53+00:00,read whole thread learn russia fascism standwithukraine ukraineunderattak ukrainerussianwar russiaukrainewar russiainvadedukraine ukrainewar,0,0
91,129,LilyMcC42480141,251,495,2021-05-25 06:57:44+00:00,False,"Blue Mountains, New South Wales","RT @JudeJack: Refugees Expose #Mariupol War Crimes Of The #RussiaUkraineWar 

https://t.co/E0Afiu87ht via @YouTube","[0, 114]",0,en,4,2022-03-27 23:44:52+00:00,refugees expose mariupol war crimes russiaukrainewar,0,0
92,130,koalabyte,253,1829,2010-05-08 09:48:51+00:00,False,Behind you and to the left.,RT @ActionTime: VERY Strict #Sanctions Against #Russia Are Urgently Needed:#Russian Tankers Turned off Their Tracking Systems 33 times last…,"[0, 140]",0,en,33,2022-03-27 23:44:22+00:00,strict sanctions russia urgently neededrussian tankers turned tracking systems times last,0,1
93,132,LovelydayTech,614,472,2019-12-07 03:25:30+00:00,False,,"RT @Writer_Big: The #Whitehouse may want 2 consider keeping @POTUS in his Delaware home. The guy is full of Gaffs, can hardly walk, &amp; speak…","[0, 144]",0,en,1,2022-03-27 23:44:12+00:00,whitehouse may want consider keeping delaware home guy full gaffs hardly walk amp speak,0,0
94,134,ColleenBKelly1,658,683,2021-01-18 00:17:21+00:00,False,Australia,"How many is enough?
How many more murders?
How many more poisonings?
How many more imprisonments?
How many more dead children?
How many more countries destroyed?
How many is enough?

#HowManyIsEnough
#RussiaUkraineWar 
#RussiaWarCrimes 
#PutinWarCriminal 
#SupportUkraine https://t.co/5Ti64bX9Pr","[0, 271]",1,en,2,2022-03-27 23:43:56+00:00,many enough many murders many poisonings many imprisonments many dead children many countries destroyed many enough howmanyisenough russiaukrainewar russiawarcrimes putinwarcriminal supportukraine,0,0
95,135,eurokrats,2930,2321,2010-02-09 14:07:10+00:00,False,"Florida, USA",You dum* effs fell for this and shared her pics 🤣. #Abramovich #AllowAccessToTigray #America #Africa #7YearsOfWarOnYemen #NaziAzov #RussiaUkraineWar https://t.co/iMbfsCiRax,"[0, 148]",0,en,0,2022-03-27 23:43:56+00:00,dum effs fell shared pics abramovich allowaccesstotigray america africa yearsofwaronyemen naziazov russiaukrainewar,0,0
96,138,Andrelukkas,259,1463,2017-01-08 04:20:56+00:00,False,Alfarelos,RT @road666: #UkraineRussianWar #RussiaUkraineWar https://t.co/iM9LqQu8DA,"[0, 73]",0,und,347,2022-03-27 23:42:53+00:00,ukrainerussianwar russiaukrainewar,0,0
97,139,Wadger1986,3,63,2022-02-26 19:48:37+00:00,False,,"RT @JohnPersinos1: Behold, the word salad of a dementia-addled ignoramus. It's disgraceful that Fox ""News"" gives this nasty, drooling idiot…","[0, 140]",0,en,3,2022-03-27 23:42:44+00:00,behold word salad dementiaaddled ignoramus disgraceful fox news gives nasty drooling idiot,0,0
98,140,NtileJoel,467,664,2012-09-01 04:58:54+00:00,False,Dar es salaam,"RT @KatieHalperShow: ""If you watch PBS, you'll have @JaneFerguson5 reporting from frontline saying things like, 'Over here is democracy.' S…","[0, 140]",0,en,18,2022-03-27 23:42:36+00:00,watch pbs reporting frontline saying things like democracy,0,1
99,141,DaAnsahonSports,50034,7690,2009-12-06 13:45:50+00:00,False,"USA. America, USA","4/2/2022 #bluebloods #final4 #coachk
(57) days after (70) year mark of #QueenElizabethI reign 2/6/52 age (25) day 👑 George died age (56)
(48) days after #Super Bowl (56) 
(69) days after @TomBrady lost 30-27 (57) total 1/23/22
(37) days after #RussiaUkraineWar age (69) #putin https://t.co/MTdrfKZ8IG","[0, 276]",0,en,1,2022-03-27 23:41:56+00:00,bluebloods final coachk days year mark queenelizabethi reign age day george died age days super bowl days lost total days russiaukrainewar age putin,0,0
100,142,indianmonk50,437,923,2020-09-26 09:55:11+00:00,False,ಬೆಂಗಳೂರು,"RT @EmotionalBhakt: Just yesterday western media was claiming that #RussiaUkraineWar  is not going as per Russian plan. 

Today #ZelenskyWa…","[0, 140]",0,en,4,2022-03-27 23:41:34+00:00,yesterday western media claiming russiaukrainewar going per russian plan today zelenskywa,0,0
101,143,GuyNamedPhil,481,319,2012-02-20 03:19:26+00:00,False,#Duval ,"RT @AosmanZeynep: On March 27, #Ukrainian forces continued their march towards the city of Kherson. Their ultimate goal is to liberate it f…","[0, 140]",0,en,10,2022-03-27 23:41:04+00:00,march ukrainian forces continued march towards city kherson ultimate goal liberate f,0,1
102,144,TOMBRANDAO369,30,528,2022-03-02 00:36:13+00:00,False,"Curitiba, Brasil","@KremlinRussia_E #Kremlin @KremlinTrolls @Russia @NATO @IGVisibility @SecBlinken #RussiaUkraineWar #Russia #RussianSoldier #Anonymous @PressSec @LatestAnonPress @AnonNovidades @elonmusk #Ukraine️ #war @sos_impeachment  @LulaBandido
https://t.co/rP81Wc4pvZ","[0, 255]",1,und,0,2022-03-27 23:40:56+00:00,kremlin russiaukrainewar russia russiansoldier anonymous ukraine war,0,0
103,145,ColleenBKelly1,658,683,2021-01-18 00:17:21+00:00,False,Australia,"@joncoopertweets @cheryl_feline #HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough

#RussiaUkraineWar 
#RussiaWarCrimes 
#PutinWarCriminal https://t.co/QeZqBOIbbg","[32, 291]",0,und,0,2022-03-27 23:40:48+00:00,howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough russiaukrainewar russiawarcrimes putinwarcriminal,0,1
104,146,martinablume7,2,26,2022-03-10 04:37:07+00:00,False,,RT @ukrainewar24: ⚡️ Destroyed car found on the road between Husarivka and Shevelivka villages in #Kharkiv region. Bodies of 3 members of f…,"[0, 140]",0,en,5,2022-03-27 23:40:32+00:00,destroyed car found road husarivka shevelivka villages kharkiv region bodies members f,0,0
105,148,ColleenBKelly1,658,683,2021-01-18 00:17:21+00:00,False,Australia,"#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough
#HowManyIsEnough

#RussiaUkraineWar 
#RussiaWarCrimes 
#PutinWarCriminal 
#StopRussia https://t.co/DyG4q5cBqe","[0, 272]",1,und,0,2022-03-27 23:39:39+00:00,howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough howmanyisenough russiaukrainewar russiawarcrimes putinwarcriminal stoprussia,0,1
106,149,GiovanniBramb12,5,71,2022-03-22 16:21:56+00:00,False,"Rome, Italy","RT @TPYXAEnglish: 🇷🇺⚡🇺🇦 #Lviv.

⚡Join Typxa English
https://t.co/a49Y9OD1lK

#ukraine #russia #ukrainerussiaconflict #russiainvadesukraine…","[0, 139]",0,en,2,2022-03-27 23:39:37+00:00,lviv join typxa english,1,0
107,153,altintop913,8,88,2013-09-03 15:58:08+00:00,False,,"RT @PLnewstoday: ⚡️📣Woman Found Tortured I Murdered in School Basement ""Military Base"" in Mariupol
⚡️📣 
#RussiaUkraineWar 
PLEASE SUPPORT M…","[0, 140]",0,en,281,2022-03-27 23:37:46+00:00,woman found tortured murdered school basement military base mariupol russiaukrainewar please support,0,0
108,154,MikaelE80507772,7,29,2022-03-18 14:05:57+00:00,False,,"A simple guide for understanding modern geopolitics:

When the US invades sovereign countries, installs puppet regimes, drones civilians, causes wars that kill hundreds of thousands based on lies and regional mayhem...this is all done to advance democracy!

 #RussiaUkraineWar","[0, 276]",0,en,0,2022-03-27 23:37:42+00:00,simple guide understanding modern geopolitics us invades sovereign countries installs puppet regimes drones civilians causes wars kill hundreds thousands based lies regional mayhemthis done advance democracy russiaukrainewar,0,0
109,155,avatans,6559,1407,2009-05-22 19:44:13+00:00,False,"Illinois, USA",RT @IndiaCurrents: The enemy of my enemy is my friend is a paradox that fits differing world views of Russia's war on Ukraine as the confli…,"[0, 140]",0,en,2,2022-03-27 23:37:14+00:00,enemy enemy friend paradox fits differing world views russias war ukraine confli,0,0
